-3.8654176e-07,6.5143624e-08
-9.714131e-07,3.0735396e-07
-1.7472634e-06,9.3716676e-07
3.3350602e-07,2.994299e-06
2.4578605e-05,1.2787405e-05
0.00014350412,5.8192618e-05
0.00055494544,0.00024206554
0.0017529329,0.00089179643
0.0051901164,0.0029318803
0.01657738,0.009201255
0.058597952,0.027735716
0.21924703,0.07536314
0.7598003,0.14856245
1.9184777,0.105449446
3.0402918,-0.19447838
3.5090683,-0.5643803
3.5212808,-0.82477504
3.3079772,-0.9296095
2.9537811,-0.880135
2.4734533,-0.68587583
1.8582585,-0.35115412
1.1587679,0.11964564
0.6619394,0.7000581
0.6931377,1.3971047
1.060157,2.2874417
1.4245527,3.2970595
1.700026,4.1467967
1.9711673,4.620926
2.3535016,4.7354274
2.949599,4.631003
3.9205582,4.433862
5.5673203,4.2211766
8.049854,4.068914
10.623379,4.049023
12.203079,4.1238027
12.748445,4.196958
12.703693,4.2238913
12.382925,4.202252
11.82766,4.1512513
11.051273,4.1269226
10.282406,4.184837
9.7548485,4.2903557
9.398759,4.379674
9.037329,4.4295726
8.533987,4.4370937
7.7824316,4.406833
6.7138557,4.35504
5.349709,4.305575
3.8034122,4.272711
2.195545,4.2485194
0.5929875,4.212971
-0.9505207,4.1577682
-2.3797655,4.107443
-3.636898,4.093778
-4.6677585,4.1003737
-5.455583,4.092053
-6.002215,4.0825944
-6.3022947,4.165438
-6.3698816,4.486807
-6.2588463,5.0995054
-6.0088806,5.809639
-5.5793757,6.3504963
-4.9047847,6.631222
-3.9845707,6.6991596
-3.0013504,6.6365457
-2.4405806,6.530525
-2.839867,6.4355865
-4.1728926,6.310744
-5.752073,6.056213
-6.6746182,5.5924397
-6.3336453,4.892174
-4.93285,4.0601926
-3.3806593,3.326312
-2.258241,2.8285244
-1.41261,2.5461779
-0.5703362,2.4095247
0.23869203,2.3470023
0.86347437,2.304574
1.239021,2.267836
1.3757377,2.2654862
1.319121,2.365886
1.1549463,2.6576486
1.0155696,3.1840248
1.0278347,3.8665485
1.2246249,4.531753
1.5323749,5.0223618
1.8462906,5.2660437
2.0925622,5.3008065
2.1078558,5.2313743
1.5200915,5.1387005
0.63609654,5.084581
0.052993678,5.0479217
-0.27643573,4.8869057
-0.5574007,4.377048
-0.8993721,3.3902106
-1.247355,2.1187265
-1.4946834,0.9157026
-1.5932763,-0.009364228
-1.4775563,-0.5707819
-0.98149383,-0.6221903
-0.32268104,-0.2626031
-0.049154844,-0.048753843
-0.004067523,-0.0053175045
-0.0002230501,-0.00039890266
-8.0168144e-07,1.9103825e-06
-3.9366404e-07,5.528677e-06
6.991756e-06,1.3307268e-05
5.1737246e-05,3.3785116e-05
0.00026273011,0.000109143555
0.0010428218,0.00038993006
0.003369951,0.0013279457
0.009397716,0.004118699
0.02476952,0.011726381
0.0688817,0.032860022
0.2066766,0.09454392
0.63615805,0.25719303
1.6575407,0.48786056
2.9205742,0.44760928
3.603151,0.0352248
3.712346,-0.47737622
3.512982,-0.8954653
3.1523917,-1.1275511
2.7048616,-1.1454037
2.211306,-0.9594401
1.704978,-0.59665775
1.2627673,-0.09160328
1.028721,0.5241559
1.0488966,1.269437
1.2079617,2.1874151
1.4265023,3.1905518
1.6966367,4.020993
2.0564873,4.4585905
2.5794296,4.5061884
3.368608,4.3129263
4.580488,4.0347877
6.3907504,3.7943363
8.633772,3.693708
10.539919,3.7515826
11.614816,3.8745456
12.034556,3.981706
12.117521,4.0512652
12.035252,4.085701
11.799682,4.0878572
11.383095,4.0758023
10.873337,4.0872817
10.435475,4.1315923
10.083044,4.1826234
9.709411,4.217388
9.203268,4.2247705
8.458817,4.21217
7.367697,4.211576
5.8582454,4.2669926
3.9684372,4.408249
1.8812473,4.623155
-0.15463057,4.855951
-1.9197072,5.0400324
-3.3503833,5.145808
-4.5121803,5.174948
-5.4556823,5.122664
-6.196947,5.0021915
-6.726456,4.8973713
-7.0273986,4.985654
-7.1226454,5.42489
-7.053398,6.1044884
-6.7885623,6.721743
-6.2573886,7.121882
-5.4534535,7.323864
-4.4869742,7.397788
-3.671929,7.4221478
-3.472125,7.4583983
-4.0248604,7.4786606
-5.0081534,7.3733487
-6.069258,7.0452204
-6.852207,6.4393125
-6.865175,5.5587955
-5.8201857,4.536643
-4.1142445,3.6390998
-2.4468365,3.0519395
-1.13922,2.7461014
-0.18720521,2.598301
0.4789537,2.5109255
0.9189951,2.4391985
1.1687495,2.3803263
1.2416849,2.3636837
1.1580852,2.4473476
0.990444,2.6965978
0.8711525,3.1262164
0.91443646,3.6636755
1.1307695,4.1937823
1.432499,4.6029673
1.6963693,4.7902017
1.8548185,4.765612
1.8468151,4.6684766
1.3543051,4.554364
0.41081923,4.4196415
-0.31241554,4.286349
-0.8115779,3.9882085
-1.3127875,3.2738671
-1.8263669,2.1404414
-2.2086346,0.90475243
-2.4001303,-0.15086184
-2.4479327,-0.94165564
-2.379815,-1.4656745
-2.0638895,-1.6239277
-1.1930614,-1.1047509
-0.2925634,-0.3142286
-0.032704648,-0.04295413
-0.0025550989,-0.003987116
1.2097606e-05,4.8769398e-05
5.7629477e-05,0.00013806613
0.0002335199,0.00032279675
0.00088768575,0.00071160955
0.003232722,0.0017502927
0.010508218,0.0047314307
0.028994253,0.012247634
0.0680058,0.027807778
0.14414981,0.05557549
0.30847266,0.10935498
0.701117,0.25824064
1.549082,0.6494722
2.6886036,1.0885973
3.4482257,1.0590105
3.7035954,0.5798875
3.6477797,-0.08129984
3.3815765,-0.69414574
2.9697735,-1.0871592
2.488048,-1.1852996
2.0156875,-1.006535
1.6328701,-0.6226786
1.4178213,-0.115074635
1.3595577,0.48632693
1.3393545,1.2257326
1.3313205,2.128984
1.4100382,3.1076734
1.6322372,3.927767
2.0285258,4.3572745
2.6494997,4.37094
3.5979838,4.116743
5.00473,3.7786615
6.874227,3.5189428
8.803556,3.4376867
10.190745,3.5006402
10.92405,3.603352
11.222647,3.6854465
11.324126,3.7392929
11.327787,3.7672782
11.24951,3.766799
11.083109,3.7400153
10.863823,3.7074726
10.643296,3.6836045
10.40931,3.6566339
10.096227,3.6091585
9.632382,3.5441384
8.948818,3.4982111
7.965397,3.5249298
6.5687804,3.6710799
4.6400557,3.9717474
2.2264535,4.420569
-0.3138638,4.921255
-2.4561489,5.3173842
-4.0113316,5.5277686
-5.16206,5.568611
-6.065613,5.4764805
-6.7599626,5.3126993
-7.228107,5.2132177
-7.4739394,5.3918157
-7.556972,5.9355645
-7.5030737,6.6053424
-7.2333727,7.1370687
-6.669561,7.475151
-5.857348,7.666351
-5.019352,7.778456
-4.5320487,7.88597
-4.61054,8.013173
-4.9997997,8.083244
-5.4208865,8.002023
-5.865932,7.7035375
-6.3460717,7.1220613
-6.598124,6.22297
-6.117637,5.1073604
-4.7519126,4.0441895
-3.0124671,3.2846146
-1.4980992,2.8591106
-0.43495852,2.641406
